Date,TP KFE TR,TP KFE TR-1,TP KFE TR-3,hpi_return_mo,hpi_return_pa
2021-12,26.54,14.298018949182,63.524337646334,0.14298018949182,3.971236647598647
2021-11,23.22,7.2517321016166,44.582814445828,0.072517321016166,1.3166038648769987
2021-10,21.65,4.2368801155513,39.049454078356,0.042368801155513,0.6453445229391142
2021-09,20.77,3.9019509754878,36.375574523966,0.039019509754878,0.5830128090699438
2021-08,19.99,2.9881504379186,32.73572377158,0.029881504379186002,0.4237938239805332
2021-07,19.41,3.4648187633262,30.707070707071,0.034648187633262,0.5049165425891142
2021-06,18.76,2.6819923371648,31.005586592179,0.026819923371648,0.37382507958030686
2021-05,18.27,2.2956326987682,36.34328358209,0.022956326987682,0.3130616388900078
2021-04,17.86,3.1177829099307,35.817490494297,0.031177829099307,0.4454490980394554
2021-03,17.32,2.0023557126031,31.911652703732,0.020023557126031002,0.26859332311621364
2021-02,16.98,2.9714978775015,31.730023273856,0.029714978775015003,0.42103365340913523
2021-01,16.49,1.6019716574245,30.769230769231,0.016019716574245,0.21011217332624876
2020-12,16.23,1.0585305105853,32.058584214809,0.010585305105853,0.13468613096415316
2020-11,16.06,3.1470777135517,32.289950576606,0.031470777135517,0.45038446864010173
2020-10,15.57,2.2324359816152,29.641965029142,0.022324359816152,0.30336036727142046
2020-09,15.23,1.128818061089,28.198653198653,0.01128818061089,0.14419271326741145
2020-08,15.06,1.4141414141414,27.843803056027,0.014141414141414,0.18353803298075233
2020-07,14.85,3.7011173184357,29.468177855275,0.037011173184357,0.5466827010809276
2020-06,14.32,6.865671641791,25.614035087719,0.06865671641790999,1.2184959247762541
2020-05,13.4,1.9011406844106,16.928446771379,0.019011406844106002,0.2535698737683576
2020-04,13.15,0.15232292460015,16.268788682582,0.0015232292460015,0.018432666159891253
2020-03,13.13,1.8619084561676,16.814946619217,0.018619084561676002,0.24779058621898975
2020-02,12.89,2.2204599524187,15.192135835567,0.022204599524186998,0.30152935987885954
2020-01,12.61,2.6037428803906,12.790697674419,0.026037428803906,0.36131441794542796
2019-12,12.29,1.2355848434926,9.8302055406613,0.012355848434926,0.15877296371066962
2019-11,12.14,1.082431307244,7.243816254417,0.010824313072439999,0.13791062358947226
2019-10,12.01,1.0942760942761,6.283185840708,0.010942760942761,0.13951173256334304
2019-09,11.88,0.84889643463499,6.0714285714286,0.0084889643463499,0.10676088593872524
2019-08,11.78,2.7027027027027,5.7450628366248,0.027027027027027,0.3771538817922966
2019-07,11.47,0.6140350877193,2.5022341376229,0.006140350877193001,0.07622431251162798
2019-06,11.4,-0.52356020942409,1.153504880213,-0.0052356020942409,-0.061049268844799776
2019-05,11.46,1.3262599469496,2.9649595687332,0.013262599469496,0.1712892367501282
2019-04,11.31,0.62277580071175,3.476669716377,0.0062277580071175,0.07734679573068437
2019-03,11.24,0.44682752457552,3.4990791896869,0.0044682752457552,0.05495685008744089
2019-02,11.19,0.089445438282646,4.0930232558139,0.00089445438282646,0.010786413555188057
2019-01,11.18,-0.089365504915101,4.6816479400749,-0.0008936550491510099,-0.01067130840950925
2018-12,11.19,-1.1484098939929,5.4665409990575,-0.011484098939928999,-0.12942956120037197
2018-11,11.32,0.17699115044247,7.5023741690408,0.0017699115044246998,0.02144691341706162
2018-10,11.3,0.89285714285716,7.6190476190476,0.0089285714285716,0.11256411961564017
2018-09,11.2,0.53859964093356,6.9723018147087,0.005385996409335601,0.06658134153057582
2018-08,11.14,-0.4468275245755,8.7890625,-0.004468275245755,-0.05232101159371638
2018-07,11.19,-0.70984915705413,8.220502901354,-0.0070984915705413,-0.08193369998796418
2018-06,11.27,1.2578616352201,9.0997095837367,0.012578616352201,0.16183651199118754
2018-05,11.13,1.8298261665142,8.69140625,0.018298261665142,0.24308271776394386
2018-04,10.93,0.64456721915286,7.3673870333988,0.0064456721915286,0.08014992634570506
2018-03,10.86,1.0232558139535,7.845084409136,0.010232558139534999,0.12994246916567653
2018-02,10.75,0.65543071161049,7.9317269076305,0.0065543071161049005,0.0815498432532451
2018-01,10.68,0.65975494816211,8.646998982706,0.0065975494816211,0.08210754581088509
2017-12,10.61,0.75973409306743,9.3814432989691,0.0075973409306743,0.09507572678672482
2017-11,10.53,0.28571428571428,9.4594594594595,0.0028571428571428,0.03482965412880801
2017-10,10.5,0.28653295128939,10.178384050367,0.0028653295128939,0.034931030576045075
2017-09,10.47,2.24609375,10.210526315789,0.0224609375,0.30545137637779507
2017-08,10.24,-0.96711798839458,8.7048832271762,-0.0096711798839458,-0.11007580463181754
2017-07,10.34,0.09680542110358,11.182795698925,0.0009680542110357999,0.01167870106103952
2017-06,10.33,0.87890625,11.43473570658,0.0087890625,0.11071945413783535
2017-05,10.24,0.58939096267191,11.425462459195,0.0058939096267191,0.07306528139504875
2017-04,10.18,1.0923535253227,12.362030905077,0.010923535253227,0.13925171063188047
2017-03,10.07,1.1044176706827,12.263099219621,0.011044176706827,0.14088425225158363
2017-02,9.96,1.322482197355,12.035995500562,0.01322482197355,0.1707653137064431
2017-01,9.83,1.340206185567,11.451247165533,0.01340206185567,0.1732252541945336
2016-12,9.7,0.83160083160083,11.880046136101,0.008316008316008299,0.1044853169879516
2016-11,9.62,0.94438614900315,10.957324106113,0.0094438614900315,0.11940194402217119
2016-10,9.53,0.3157894736842,12.117647058824,0.0031578947368420002,0.03855988618667183
2016-09,9.5,0.84925690021231,12.426035502959,0.0084925690021231,0.10680835779716724
2016-08,9.42,1.2903225806452,13.221153846154,0.012903225806452,0.1663138982196377
2016-07,9.3,0.32362459546927,11.913357400722,0.0032362459546927003,0.0395336997448017
2016-06,9.27,0.87051142546246,12.227602905569,0.008705114254624599,0.10961079480002844
2016-05,9.19,1.4348785871965,13.177339901478,0.014348785871965,0.18644542090134553
2016-04,9.06,1.0033444816053,12.967581047382,0.010033444816053,0.12727287156090927
2016-03,8.97,0.89988751406074,13.400758533502,0.008998875140607399,0.11349477861411206
2016-02,8.89,0.7936507936508,14.26735218509,0.007936507936508,0.09950728209252668
2016-01,8.82,1.7301038062284,15.294117647059,0.017301038062284,0.22855287299631177
2015-12,8.67,0.0,15.139442231076,0.0,0.0
2015-11,8.67,2.0,16.532258064516,0.02,0.2682417945625455
2015-10,8.5,0.59171597633137,15.332428765265,0.0059171597633136995,0.07336295198683263
2015-09,8.45,1.5625,15.279672578445,0.015625,0.20448277018290084
2015-08,8.32,0.12033694344163,15.076071922545,0.0012033694344163,0.014536392092030948
2015-07,8.31,0.60532687651333,16.061452513966,0.006053268765133299,0.07510706934823586
2015-06,8.26,1.7241379310345,16.99716713881,0.017241379310345,0.22768858257438795
2015-05,8.12,1.2468827930175,16.165951359084,0.012468827930175,0.16032575334225063
2015-04,8.02,1.3906447534766,16.56976744186,0.013906447534766,0.180251653226984
2015-03,7.91,1.6709511568123,15.643274853801,0.016709511568123,0.2200078865031838
2015-02,7.78,1.6993464052288,15.601783060921,0.016993464052288,0.2241029428904333
2015-01,7.65,1.593625498008,14.692653673163,0.01593625498008,0.20891984678773223
2014-12,7.53,1.2096774193548,13.403614457831,0.012096774193548002,0.15521943807302185
2014-11,7.44,0.94979647218454,13.935681470138,0.0094979647218454,0.12012211624505542
2014-10,7.37,0.54570259208731,13.036809815951,0.0054570259208731,0.06748592778636309
2014-09,7.33,1.3831258644537,13.819875776398,0.013831258644537,0.1792017856423458
2014-08,7.23,0.97765363128492,12.44167962675,0.0097765363128492,0.12383693168826881
2014-07,7.16,1.4164305949009,12.050078247261,0.014164305949009,0.18385865913909538
2014-06,7.06,1.0014306151645,11.708860759494,0.010014306151645001,0.1270165761004931
2014-05,6.99,1.5988372093023,11.84,0.015988372093023,0.20966426190346343
2014-04,6.88,0.58479532163743,11.869918699187,0.0058479532163743,0.07247712586685195
2014-03,6.84,1.6344725111441,11.764705882353,0.016344725111441,0.2147655020459982
2014-02,6.73,0.89955022488756,11.794019933555,0.0089955022488756,0.11345011301487107
2014-01,6.67,0.45180722891567,11.912751677852,0.0045180722891567,0.05558462173351808
2013-12,6.64,1.6845329249617,12.733446519525,0.016845329249617,0.22196502887747638
2013-11,6.53,0.15337423312884,12.006861063465,0.0015337423312884,0.018560960589872
2013-10,6.52,1.2422360248447,12.413793103448,0.012422360248447,0.15968687097965195
2013-09,6.44,0.15552099533438,11.034482758621,0.0015552099533437998,0.018822982632489937
2013-08,6.43,0.62597809076682,11.438474870017,0.0062597809076682,0.07775830266868877
2013-07,6.39,1.1075949367089,11.51832460733,0.011075949367089,0.14131456215726312
2013-06,6.32,1.12,11.463844797178,0.011200000000000002,0.14299605449973862
2013-05,6.25,1.6260162601626,11.01243339254,0.016260162601626,0.21355319733404943
2013-04,6.15,0.49019607843138,10.810810810811,0.0049019607843138,0.060435659834243705
2013-03,6.12,1.6611295681063,11.678832116788,0.016611295681063,0.21859437935426573
2013-02,6.02,1.006711409396,10.45871559633,0.01006711409396,0.12772388343405483
2013-01,5.96,1.188455008489,10.37037037037,0.01188455008489,0.15231596629567612
2012-12,5.89,1.0291595197256,12.404580152672,0.010291595197256,0.1307351174347915
2012-11,5.83,0.51724137931035,10.626185958254,0.005172413793103499,0.06386552187914041
2012-10,5.8,0.0,10.266159695817,0.0,0.0
2012-09,5.8,0.51993067590988,12.185686653772,0.005199306759098799,0.06420713144971768
2012-08,5.77,0.6980802792321,12.038834951456,0.006980802792321,0.08706194922262234
2012-07,5.73,1.0582010582011,12.352941176471,0.010582010582011001,0.13464174262642592
2012-06,5.67,0.71047957371226,10.311284046693,0.0071047957371226,0.0886692807507059
2012-05,5.63,1.4414414414414,10.609037328094,0.014414414414414,0.18736690746240825
2012-04,5.55,1.2773722627737,10.119047619048,0.012773722627737,0.16452574882221027
2012-03,5.48,0.55045871559633,9.6,0.0055045871559633,0.06809203019196475
2012-02,5.45,0.92592592592592,10.10101010101,0.0092592592592592,0.11694788330501327
2012-01,5.4,3.0534351145038,10.204081632653,0.030534351145038,0.4346622603185162
